product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
5b019ba1-adef-4d9c-ae5b-066f741125ac,w7rMH2ZIaLatRPGq60MYiUNhDhJqaGu8weMOsWMCnSFax,16,216,5,10027,55,39,161
b6d61342-b710-4cf7-9f2b-fecfbfc4b16c,BQr7krfNshtz596tg8jY1lLY6AtXUsV50ELNJCQPNsqnj,54,58,5,6325,111,85,42
97336d5d-4e70-4b87-bbd3-63e0a09bf878,KoLrCbWHl4UsvmKlZMDcUZau4tmWjlTx1rFtTt3HkwPzp,75,280,1,5303,179,21,167
7a87a4f1-474b-4926-bf0b-2e1bc0ae45d6,oJ8VjUz598XOqfFqkZuvQhWUs5byZyJuvTYukFMvbocbw,54,483,2,16297,193,59,107
4cca8204-4a2c-4851-8d9e-218f47ad4732,v6VdsYBfUm91ACmkusPMZsJGsruan6pbmOOkDtVUDSTFo,93,405,7,10644,102,166,141
e929e253-81f2-48a3-ac96-2e5bcc12ff73,r8oMQvpy4uGaHvuQisXdTQG1uHLcShzQK8Ikfq3BO93PY,70,101,10,7974,96,28,199
98fe4e25-8052-46b4-8dce-fdeb9318f002,6GuQDt8eEPPcsHK4zqnnx9ZivlSvgGDsIG6CpTMCZEEad,96,35,2,876,106,123,126
a8caac21-a735-4d3e-a12f-3367dfdcd8e5,nq5h20oqFwqGEOOqoO9PS4gp5oraKGkJIvXYdaR4ovzmQ,45,112,6,9556,147,133,77
c8cee450-4ea7-462a-bd12-c1e0e02bf5dd,jAmLFHLE09kNVJ203Xw1gJw752z5VTJfG89qtmTyL9b4U,71,270,6,8362,198,44,175
b9520a6d-be23-44fb-95ab-0b2a8ffd15d8,3Wyb8e0iYo3toDB3M9BA6zDVtwUHVA1gRfSlaFgNugViR,53,459,8,616,180,118,108
5937526c-c1bb-4b8c-a06b-0cbe46f36115,yav9aBAeXhPjBCbQqfu5QD1g6kIMGvmXglpt2LIXq0YQY,57,117,2,6268,147,48,152
a57a44ab-f638-4b3e-8af4-5a064a5bf4dd,x8CtXI3Bc6G8BD2abjhqv169ucp1r6HEO5ivVwCWnNPPc,32,451,7,8870,169,42,74
d6d50e25-6619-481f-84f1-103f38816470,CIsCDqjEEzahyNzpTOVY8m5CWxWaCGKuRpPK7IXWogm7z,61,113,7,16145,185,86,106
e9f5b4ca-e2c6-4753-8b2d-9685a458c5b0,F37SWR52EoRcCX2WF5PZXCtr16AGux5S5rKNLlaHP72p2,6,149,5,795,80,196,99
81f8aaea-08a3-49b0-b915-eb16b72b4e36,fGzkoNOjYRDJEWsYBicXrpN2RGr1gc3D8tIna1Clr3EIo,51,138,2,18088,103,170,121
945773f2-b3a5-40bf-b746-ca25a91367c7,pjFqsbPptHBTQhgRd62VXgDNA8vXvGQw5yJaAf1GEkclJ,85,219,6,8951,195,136,89
71380c8a-a544-430e-b056-3d32756750ba,YEjJrKawDXJfgtGXVzMVc0R7u3MDZ8Uh5VddRhwY6drlg,16,93,9,11869,150,96,150
7b1d3751-b842-49c5-b7c8-b366041c784b,qzvy3goyFf3OG9NxDtscBGrNuVdFbBMkUyvPNYIPI4bd0,43,272,2,11512,137,35,51
0b80103a-0ff6-4bee-9966-8a4b860e74fe,jLKWlhdkJSzyQu0cX6leLexOwObjKF7cGqUQN71pZpSqU,24,484,2,8276,146,10,96
2ae91915-c9a3-472f-b6b3-675b193265a7,rFtKbbDlRf1Gjpj06NDFWutm2UttDhevj6WtZe9H4nA1e,43,165,4,335,44,191,137
f80f3af9-c9f6-4518-ba53-8a3668dcbeae,jQ1Scf4JgEwn7kcqfub10aoCb9q0gYCjdvLhtrP3cY7lN,56,461,7,14953,149,46,147
9accb9c3-98a3-4e15-9f81-22a193d47063,kiHwpKc7fw1FO2yx26HgNhjLO3GFLJcB3zbeK1Nm93kqO,36,158,5,5980,12,153,18
937a4ed3-83ed-459f-ac4d-9ceb48fe5811,11hzgAUCVvFvsE15lDgZ8j9b1nY88mnIgYBMPhvYS481H,100,193,7,16388,17,37,171
fc1c6567-5c66-492d-89d9-df65d7ab5f47,voTOwdvv9xMc6UyXMfmznwNedOAyyuVLAk3wsDfeW6PnX,68,389,3,11921,36,36,128
cd5502d2-4f40-483d-8209-75bdfee7460d,gx9ecStuxndRmynIhQ8IOBU2yitNZRI5HhnZpDIl23SMi,39,201,8,12569,11,124,27
2898b31c-3a0d-4ac6-bc1f-6666a0462dc0,APfEtpnnJ4wIL8XZCLRsOqpawT1VWnZG1NrVbaNOqGasL,83,159,5,18583,151,113,21
1baebffe-6118-4937-9589-4b18e3f8e732,AKUrNg4zopcbghbIqyDAOyQ7KJXLrtNN1LWS7Sx95dEkK,62,441,4,14874,131,117,48
c01cd251-d3d4-47a5-ac1d-453b67eadd08,cEhJTpVglxmJAKFuHdAI0dRlu2cst1WFe5XwcQalmtxM7,56,303,3,5090,60,56,19
b9def58d-547d-4212-bb01-48592d84cfbf,Sf8UOZl8jcMNIO4SH2eHobaMGRhIMzwqXSe8lUfayZaDR,86,363,3,19109,193,59,75
a463c975-1d9d-4a08-9493-c0b5a148518b,NxVk6frDUcxfCqrYAjN4XidZzg5bXa40DzokXS9psoYHb,17,234,8,15547,28,98,31
e489e779-aade-42bb-9237-08487611937c,OSxghbLdNMWf3X0IKjhI7Fb5sYKGwswemHQaoNfYd7BV6,65,82,7,4376,44,28,22
d6c34d3f-f170-4599-acd3-4e0bcc18abd0,HzUDcct353yVnEpMuF4eznOV9mU8F7zE6x0Gp0wz3qP37,96,273,6,14621,40,81,29
31e76448-f411-42ff-8151-e6117004ac2c,S12NiLH026qZKOjA3Qs7Y0vVa4srAKwPSXjYmhW7a6P5o,45,427,8,19121,135,98,137
081f3b20-62d7-41e5-ba3e-819a4565afae,qlVSRpY28U2YYcHxzCcXU50ZK6ep8h2jNettROH3YYhBa,71,53,2,15747,30,43,78
c158a9b8-43df-465b-9455-d4e67d0b7524,TgkhA7hQI2E0X88uy3kt0cxNUKIMsDiEULbnDJeqYAZfV,22,98,9,4165,107,194,176
90c68e3d-51e5-492e-af0a-344c7555cf27,YpXmev5vqRjlzB2XAJvE8EejWhcREmYoIZaRDcbtr2UeB,7,43,7,8672,122,175,115
14581049-a747-4e64-b670-470d5d3eb5a8,O4lXdCs7DAEMgM8DhFYWSljmt0l3Sc0YdA2Jke6WRy3RD,98,77,1,3317,57,90,104
641d926a-edf7-4f7c-beea-f3c3eb23037c,LYeNDFr90y9Sus6UYxcLY9vNSGnrSZCLgJ6lBUTq1L88N,17,105,3,11720,49,132,59
0d3ac119-e0cb-41a4-9c98-b0a48c4732ef,dZEcyz7730oOIRL3zymMjkEW3WRH1errYBdJRu7P53uRP,62,132,1,7863,74,105,22
9ba00612-2773-4819-b050-23d185f780e9,f8CRqW9GjQAh52e2fW1F5Kwf1BMJocJ4k6OMT0FdTZQE5,17,356,10,15018,32,15,100
4d2c5b1a-c152-493c-9d00-669aca55d724,TWE6UA3IsFJq7YMOWAlMhoKpphXSpTFxwaqDDH4uiIOQ6,84,330,2,5916,93,111,43
19f38254-fa3e-4f94-8d95-84a63a9fa8a5,1gHo0mdFCznS3koLVJ4Ibj4SOdq5IYO8OfkVkOdjZqv8R,54,122,9,5619,111,12,191
2836b2a4-8a82-4113-8ad9-d6feb7057ad5,kBM7rxgkxLU7iXA7TrE1vMuvLJVesr8PqxhqV557BiHRb,52,167,4,15125,48,20,30
9bad4e8a-982a-48ee-a461-6465195693c7,3Kz9gNhiF7vA4r5H4al3zjmVMR2ONA3J7Qw4FGFjkYV9k,10,478,1,14121,115,77,116
facc264e-d9e2-4291-b829-5180942bd28a,waVc6aR6cFxyxA6S0hTHcPv7km7ov4HXzR4cwPe12N61i,40,155,10,11799,14,99,196
a8b1eb27-96cf-4434-8f6a-0bb2bd2d9ddb,bgdVfuMbmJLTPAnqt0wqRpBuuJgGkn1f1Duq2ZGtfGXZa,21,301,8,463,112,140,47
f181cf20-a4e5-4385-8a27-7d4520d6366d,e5eeouTWCVBsL1jVpc3GbZvWLs4mrBvJ86f1Yvnb3fC5L,67,174,3,1404,160,68,141
7c594746-e880-4c06-92d8-1f44858138f8,kHnhcBviTSwmUJmJH5VR8GX77Gc1Ahn1FS3g1wgWSeurp,78,338,9,9000,144,127,48
ce21e945-779f-46c4-8f06-c717fe0275e8,JGJUY6xe8qJKCMmKVeK4VIczPbjJEcxd3uqQM5cxQmckS,95,161,7,19687,193,147,110
368275a2-de00-4343-ab60-b5b088efed6f,Z79o3DXSwC1794ybRElW63WEOT11VgOnAW2RU6p9603Hg,58,226,1,18897,75,120,38
5ec07179-1a42-4b40-b5a3-76238bbb816c,2M3QRB9ky8qoJtGQv21gt0OHkYgn60s9oPGLelKE2Wq4P,97,456,6,14264,184,42,33
5c2e480f-dc0a-4ef9-af5c-f305ff3557b0,d218tq3ep4OjkO6A0XfAgbQ8penvBCi9xnLmBISiBCm79,18,39,9,8320,93,191,170
e1cd8750-ffbb-4611-ab02-830f192b908e,IkpbNvRySNU2s6ckGDuURy6YAB8bvijBqZJLYJj1UVdP9,34,492,3,9212,155,138,129
f4e95728-e7a1-4b6c-8265-da3bf0ad4d5d,FQMqx2xrln23EQYmnP0ykCC4tXwuUAQ06TLANDUvqRN1P,56,64,7,19354,22,88,79
a078de64-01fb-4b4c-859b-8114ced8ec99,29vPzVVsyWn9wvt3i7SHQrKd43HH6ZrGrv96e8ZUzlYQx,62,298,4,3295,161,118,129
26a34fd6-9203-4120-a980-2d1a97c26423,g3u62BybrlHuqkQgs49HdByLPev5RxZaxEx7drZ1b2Sfj,46,393,6,6400,122,92,62
01232d0b-a187-4072-b07a-fe5882328d57,B2HAHtxaxFRd5ZJUd7KNMV3MtlZWEKewRiwI55H5iCaxX,73,281,7,8505,54,187,106
fae171b4-e674-4894-82c8-61310bb850d9,LVhIqVCY016aJZTq5e7vjbtI7K1EMXtWWWwL5gx2BXR2J,73,199,5,1883,47,132,134
2dc22a58-8828-41bc-81e5-d4ab3548d26f,SSXScbQmiuISGLCD6U0eai1FSyzYToO8c7DDvAHJ1AG0H,17,464,3,3809,107,158,179
c863db23-d1b6-480d-964f-edf2b1669999,XZx97DInjVZ4QLyCRh77bBO0FRRApP61qBG3DgyDUeisp,12,387,8,16524,73,49,36
83edd49c-5730-49e4-bb8b-a194eb95bd40,gM3gsORFe21jbNmLlWqp0Sa86fqPtj5HijzSlN6khQogd,75,173,7,4336,185,51,55
6e82aeba-5f21-4031-aa2a-364d7f83d187,usCuPppbTAZoVkSJktTV6rQoRRbrtS24CyLY3IupcuO56,70,237,9,9134,61,159,161
012db203-6979-43f4-b53b-d98f8c56abba,GAtSfxP8e2yJVrAO2DYKaWJxviacFBoHFTPUx6Vq0rt8O,32,27,8,19289,86,84,22
f23348b3-6c7b-47bd-904a-d5df87ea12d1,OYD1mZoZiBQOIqrJ3xkTOUOFtDnDySRcP21Uud6lROKbE,88,343,7,6712,116,49,103
471ef1e0-65e3-4857-b36f-259df39f392e,daG3F470TeY4APZzTBGm4scOOxeIPOAGIYEsKT7NokZbQ,94,50,1,892,35,187,131
ade9d677-d9e6-4f63-b63b-5dfececf3fb8,gmChpuly7JIZGQbJ8WG8fZGEShofwlb5vtopZvcuUQukc,12,268,5,19177,65,181,51
d8ff87ad-c201-44a9-8508-fa577a312ae4,5ekFH6SBA5wgybS3BPsVCyiKQjtD5s6thIoVSrHBHRrZi,17,118,9,18678,102,58,145
2f72b7af-87ea-40f3-ac22-5e3891b53cc5,iAb7wJlBricVYG7PXJaQCzEMFy3hFBrJRVVSixGUDar1S,7,197,8,4236,133,133,167
48811117-a78d-4b95-b286-de4d367b17a3,QWxbHRCzijlouNG1vNeDKYhxtkiZntZB5ylTKfU1HQ1Bs,39,355,1,10397,130,108,33
3b590efe-7e01-41b5-8216-569fe1982ddc,gc0ucsyZDPciFd4qirzRpTETInlSM93R60qHkw8b0lSC3,52,401,2,11090,111,90,19
7652d432-b449-418f-be1c-9c80569afaa8,IlEddj8mvwKSj8UqZ4UKr6s9Tr1iOYeBhf9GBCMAVRQ43,93,104,3,3753,79,89,79
fd215773-5e4b-42ee-868b-f98fadcd0307,8Mq074S35OHDA1W0Xs0WO9m36A504zr3xL0BQNngJBqnb,20,376,4,2393,138,135,107
219f6312-915c-434a-91b4-8c469b21192e,HnGWRh1sGU06Er07Xj5I0iw5riacLjEFDxCrDcDvlL5Jc,51,451,3,13049,104,146,149
5de5d967-5449-4c9b-89ed-bc2075fb4623,a41dz8Acf3fblEHHwxrpXXTdST1ugDfeGmXK7nyItM2BA,18,214,9,4776,49,38,165
cbcecd23-ed46-48ab-b6f9-c465a52d5b93,KzMRN9FSTfLrx7eTbZSsZSooHUWi4xpKwANK5625vgsXa,56,282,6,4817,56,94,85
478efb23-e423-4d3b-95f2-ce11c5612006,HBqk3oXsaHcHmE6uKV89ula7PhzRQz0nSZfL7nFDKNtS9,74,75,4,18188,56,103,179
d64ac806-d4ca-4c9d-ad99-90d938553471,XH7VT9vBDpPP8I10fJ9QzEwd2KGwikpKpJCfCysbVoq3W,40,109,4,1892,34,137,152
ac24e96e-f510-4ab6-8110-66758631c59d,u9wP6mzTZQigxHl1ecBXJUkjoDDZIR4vXzPzpCfKaritI,74,272,8,4263,82,168,81
093f0684-895a-4bba-ac2c-00ab9ef8a2f8,urEcnBippe0K39LiICoECUfHCNnsH92obVsewhpmvbY4d,36,163,6,4573,148,129,101
48b72919-634e-475b-8828-ae6167b75ba6,CUfPhELihpQQ0MGXQOnMoD1kIKGBFK17sjfhH2p3mwFZp,10,444,4,4791,132,82,64
ced504d6-26df-4956-afae-a08798a8055f,Sz78Qkxe5ZVcABicVcZYdWDE5hn1D2LcZAoXlMyC1F9YR,74,120,9,16458,73,23,46
89a44b06-e9b7-4945-8c59-5dcb0b0d6c6e,LxUyvOoOa5Sm6wfepoLzsXsP0Ck11qpnqZLmBZYNH86Zp,94,264,10,7605,112,51,73
c53ac0fe-d895-4916-804f-e30ceeef5a1b,CjxP9lyUai9e4NkZjYtVuowriJRe8i37kNoIGrJuxf600,65,174,4,9988,141,49,104
1a64211c-fb93-4980-b1fb-7309e446dddf,h75vGkSFxEW8SxTiA2ZKnwGNvcxL0WKdRr0XuNZPILjH1,8,293,10,13525,88,66,44
b1eafdeb-5839-492e-8434-ff6164999afb,L9S2pLDZ5juD94C3HsUfZq2xWjHGlecF2BlbMjIOaKxQS,32,458,8,7046,46,60,15
ee1dee43-17dd-448b-9619-d39e054466a8,qSdN5rQcnPsdbpPdSYmJBNZEl57mkVimRKwUBe9J4lwkZ,36,55,5,5958,117,82,100
a7a0eabc-5018-41b4-ba6a-47a0fb209522,x1DfTJ7Z5ywfV6ZyfAoYPY0A6ZsWMN12UwyH9AeKZWit7,88,98,10,15215,77,188,193
18ff260f-cf5d-4909-a372-75e87bfcd65a,y29ChplA9Inahiwq8nj1QAPvWsSCcRfNvOWwgn5HUYc66,43,112,9,1666,150,43,199
b0e30c58-fc92-4422-a60a-c97e2c2dc95d,hPgH03Wxz3FwKejZBFId7TCy8o7oo50dSBWjLGR6JLorW,76,289,9,16505,142,134,172
d112b387-f193-4893-af4c-78be8e875398,6UyAoiaBlHJ8lCHZ9PhWBIIrlOWMehJTqZbzNFu214eeQ,35,167,6,463,18,160,98
ff9fac43-58f5-4014-a5a9-311fcb1c4ce8,EtXfiAzlqoRTJXtuUGMvyTvQzi9t6kzUd4wm94fsdD8hb,38,39,2,12343,105,154,31
bba25b2b-4fa8-4085-b00d-ee1422cc5bc5,Oz3o8v4P0SHDH5IfAsGtdrCH5PmH7h91wuDaWk0XYpTtX,15,261,2,17867,122,61,173
56075f11-efb1-4627-af4b-b4d1f6e45bca,urWBnRNMInh8rfqlLnqYeAm4X6l0YxgE1vYyWcTiHr8lc,13,411,3,9550,169,88,34
d7087915-a982-441b-8448-69d868d2f713,CMzll7RrOaU9GPCcxoRd8cF6dTwZ9p5bw4uiB7NaCjR5S,21,422,3,5393,173,179,47
90640267-4ae3-4686-86a5-e67cd496cb05,vkPDlShY84QqEf28t02ggMOLhP8SDQnToFts5wRHyNjPC,34,110,4,6330,190,75,98
fc16d25c-bd8e-4640-b7e0-427d1ffcabb0,0RDnoT4SvNC7pYLFxhosCYf2ExIqv2mgVrITUNUi9Zwq8,55,252,10,10813,131,189,82
ebf6f129-3ce6-4904-baa0-64c2f5b86350,0Im6hYDqx9cB8gBiykjpXZyx48Lpw9QuzCQ8qmSeWIVHC,46,50,10,5920,142,55,167
e552e6df-0afe-4781-9dfd-c7c41eed0230,iCxVLo5fZAT5vLHseP3etmlex0kfFqLhNBgNGpCMS3ayo,32,164,1,16266,105,136,147
eecd10e3-aaa7-430c-8aba-78d19afcd7aa,vO3chvtV6NvUPIPtdEfOp8Vq1cdCUP3FQNTiD3yFYetyL,95,31,8,6564,135,132,74
84936223-ff0e-44b1-ae41-9380d94bedfd,w8CCRHo3Zw4IcP27j4RbJ5dySDtmG5NX1H7M4iQjF87Qq,29,28,10,19869,139,131,37
fa21e083-b61a-4d27-920e-6ba879d5ae7b,hNo5NNRBTnr4bzSdMEL5xTq7nYlE9NMhgQH1de9UWpWZz,38,481,7,15192,109,145,82
2d8e3316-b744-457d-a6d6-cfcd7cf929df,XFbHXXHBb7oiawLuVwFsdlqoaRGhdWBFJv2dokPjAYXJZ,49,184,6,12645,41,146,176
43d97908-9c0c-4162-a1f5-d226f89a3c9a,JZWBI5tvarDEoSQQfiaGHLUEfZUgbOeBw9UC9VUNu2BLm,55,163,5,8372,144,138,138
1a4ab9ce-873a-489d-a7b5-2e119a98c566,zhMqya8BVLb50jLkL0o1lynWIwLD1k84pow7crkHHuWCd,19,104,7,10474,178,95,167
88cf6631-fbde-443b-a1c6-df11925df5d2,QHdgU7fMrGWNex7JfB8siY7kHzkakUnbZR36zb9LmkZys,69,92,1,4966,68,122,102
316b006c-4c93-4314-ae98-fd68a6ad134a,LQG5qD2p77v0ZBgf4qIb9aeqHnnJAQ9EuVZyYzgzcDx6W,87,282,7,8026,37,109,26
c08024cb-a8e7-46cb-bedb-8284719e8cf1,1SXubkhd13fECPio1YzU3jsAtd9LbpawpeJJpxSeNotIT,50,427,4,11277,80,50,110
398966d8-f4d8-413d-8b32-12672b2138e7,5G0muSYko2Ua7rTSqdyit2Sc6QdaC36GAOBci2nTSKYaL,25,119,2,11554,113,200,148
7c214abb-adb4-438e-ab66-f4956d923c25,KHODO3Cb08GqC90KSrrt3EJYCuKsgyumSz22Lt4tMZdin,82,170,2,18540,13,56,121
d9b744c8-373f-4520-84a6-b2d4a6ea0c8d,OmW1cnZ3z8Woz6WOHbqubaPc6dAvwDCBVoeqr9Vb5Fo5h,46,412,10,591,39,124,178
8fcac176-49f2-4e27-825d-917c7acf7205,p4SUTrvBXAqUH3cbr7hFmnlhGzuUgxFHSCHKbcHnlYQK1,61,116,6,714,110,21,131
44116d6b-41f0-42f0-93f9-348a5b03d182,150LPTobj1P0DRuwUy3ZM3EEYpEKkQ6mMElWABuKJdS3m,57,259,5,1040,81,71,176
a377564e-9a6d-4301-9a60-2bda475aba8e,XnoaVVQIGo4hE2e7VMv4DrvFe19ToWUZR3p6by6HsNfVm,85,296,3,3714,87,185,74
f5a7c22e-ff1c-45c9-9c5f-a3611c37a5a8,CBLDP4iP9ajeQ2GytsIU7OO9jJr4dtjr0hJTTnJ8YEZwL,74,243,8,1156,197,187,64
cfcb7650-c27a-4f0e-9bf5-b3c3b48948fb,RDlPgmeZNTxWPR6mkMPOIJaldeRcNp2tBtkv0wE5br7UN,72,393,1,9936,157,84,11
634a2562-6377-48cc-bfd0-ed2f55ae863e,vkOX2rjB0vaZvJhgpbyMqvnVZ66Fo1hvId8yyRMIJu9qB,31,360,1,17093,191,53,37
804637f1-9381-448c-a183-be414be810ea,GyumEV2XnLGynfD8Ajurv791SzWPK98B3jLrrnyvuM6Sd,84,178,2,13750,137,80,13
71c7e98e-b986-41df-8cac-77ba03ecd3db,Xd6pxFSRSBe9m2viM5bCjQfWgsk9ZACwh4XnzI9oNg1cn,83,154,7,19298,30,130,80
f2d93ddf-c099-4255-bb02-e2de0a2013b6,kxUy8shqYrxvuixDYWHd04VjAONi8BejOY15rwWvWJVEJ,62,469,8,19843,182,151,148
a7b8beb1-9906-4568-99ae-481ab07cc82e,ibSZSqdT6P9BcgyW5TsTxrQpR5eQtFImFz1oxHKNOxBS8,63,426,10,8644,168,96,80
f5cebef8-0069-45d6-bc15-6985b3717aec,TbOvJAvI2CP7fGnoSGWoJZ1jU96i5tYrjhjPxLKOBvgwI,89,213,1,9750,17,115,197
63ecae7b-5cc9-46bd-86f8-161b814b4061,NCPgslFGkEgXNeU06hqU9InGeKtHrmdHVzRoMzWdv7v8k,79,314,9,17252,105,149,111
fa897098-9efe-44de-b496-62acdbcb86d1,a7y9pZ7VEf0hMWz97fBxk1ZrWYxNuQSj7xLZQk5TjC3Ai,59,331,1,2037,171,52,123
027c3fe9-639d-4ba0-a5bd-2772d0c77c8c,HQmZpnXGwDLxGJpA5pqzVXUgfMClZ6Wz0MNjMzsMy5CWs,16,278,7,5035,166,189,18
71324e99-f8cf-4018-ac81-40b6b4711224,i7djS3RuieO1lkj7acFvMWAlVWohK2ERgXFW5z4T9ZXfq,94,302,7,8961,99,129,30
a4e41c76-8eea-4515-926f-a65f3f225920,LrWH0zoNpSOuuOg3FMDuU5oAStMV2hJyTy6zVoMpqlGiQ,91,356,10,5484,52,53,58
d5b3e1af-3ea3-4151-a039-d26e1b97952c,Yv0IUMteyHsfajsUHrIMpjfEtp8V9GMwZhWIPNlkusotZ,59,313,7,13075,133,169,133
fe35e346-a2e3-4d72-b398-efffa49425d7,IJ2Qb944KwoiELyRYoVwmm7pJAV35p4f6x4JYzrkas83g,41,129,2,9694,170,158,106
8fd33346-2106-464f-bbb5-8a33c8f6c283,EGQkRXHfgSQ8PsfuKPOgSzdlVLEVgscNYPUN5r5giubxh,33,268,5,9933,199,42,11
e7649aeb-8565-45e2-8e0a-27bcf90e6df6,JVI8CvARPZIAZEtxGoViC2GAXo5fPKKQANr9EUlgi2uB2,7,454,7,15842,187,198,143
d228070b-de12-4363-9261-e0385d095715,2uxtOW2y3xTCXuYbh5Bq1tWXy6q5I6FXThZMNlYZcUOAM,57,79,7,14080,102,27,42
b0105fb9-f6c7-4a68-befa-934884209a35,HtwjyhEDQtUCmUqzgpdo3JPB30L0VdZ8uPBfSZayrUIWP,70,457,2,1822,172,87,43
04d737ce-4300-46e4-a0a8-ac7f96063a98,eoFVIjG4N1vvtVqlJ02hXqZz6z1kA1hmnlKDEVR73WtrV,29,229,3,2444,101,197,170
0b9c6cc2-073d-4c43-99a2-205ba985fe48,mRD9XA5OWeLsvuP1nbi9bNYvD5vBeowbutc9mLybT3m1V,71,434,4,1040,76,56,89
94348912-d728-4148-8d0c-13a1ec08709d,TaLg354cvpmD9Z2Kiad0YGQ0pyFcTQ28y1XgN9FD7Svpo,97,295,5,1513,26,76,193
e3ec6f98-53be-4000-a11d-91f962188847,iEebp9iwUdzDd7Sa8QgCrjQqBmd9ccAqAN3Y7LDVbhwS4,26,163,1,10755,14,111,112
a2401d11-e720-4e90-80da-f0f36259d3c6,0NW2pxTCrKiOqZMWix4zzRgWxdP8R38lKnrGS0cRT6Qdi,57,317,2,6510,79,128,96
80a7ebaa-1222-4922-9e27-ab7086ca8305,WHfr8PujEdWMWho74uO7KF4ZchBko9tcGYSxVhHdqxkjG,14,63,8,7465,22,104,120
26757009-b5a4-4d51-a92c-3637bf0283a0,siEnfNiTr9LnbpXftrmwLSp93nIq6jFDt3C6GSKTQdsEa,36,449,8,16359,121,29,32
5ccf7c4d-c368-48e7-896f-84fd631777f5,FhzKF4mReMSh4cfgBgrkZa0q6cn3YW6VLJPiKIuaFnXyU,26,390,7,1583,180,138,139
9ae5116f-cd1f-4378-934d-f0f51dccde76,9MKEHb9vXrH12UQ1bLGiAbeXiYygeQgSutGBM7ZWAHs1y,76,169,10,8716,117,115,116
7d24d3ee-0fb9-49e4-8ca5-538f6d8aaac3,AkPGqt5OhQjwZOsEUcwE3QXGoCLExo3kin33tTkyLrsao,22,99,4,18817,10,192,176
695d5613-8beb-4cbe-af0a-c80c5b5b8ab1,aQS6kA0ORotvLPeZIXfafgN7tLAeeuW12G8QWAqDdRwGg,19,305,6,16738,58,95,86
f0eb47bf-cda3-4bbd-98a4-b4b4e64743b7,P1dlaGwUTrGVcpBm0lBywL7RuNPUAS4sncsn34GrW0zs1,56,174,3,2171,27,163,59
525862d9-8bb2-4897-a6a8-e33fed74118b,FoOw8aizS2DpF4Yto2HWqsrV2Z8NY8KzdFfRJt8nb0KLO,33,220,8,10025,168,82,17
38bf9dfd-2aac-49a7-bb10-07764b7b14b7,bii5h5v2847pXKvcR00E8BIQ5ccaXKvJpTfERQ74HG4m6,30,367,7,3350,123,120,24
973149c1-1d57-4c22-bb0d-57c396b5e88b,KClZ68umyYvuVpjfoq0k3BJ8z3r9IBIAihKEYzlvlZQzW,92,157,7,5750,197,100,57
ddd9d854-0945-4797-b2d9-2698415cf2d9,vf82EYVfpqJW09F09U17fCUmtjgY4zNocEvyItnJJAr85,44,458,1,16580,24,170,130
b655bc8d-91aa-4183-acfc-65ee39127ca8,JRN6ZynTUKRgUxQ8NoP4Rs6r4y4KMszZMCeulXph9Beol,51,413,4,11183,196,179,33
b94ff76a-3b7b-4541-81df-5a14a15e8879,L8m9AbjsZIH4L8ZUmW5LjmjNvgUqEc9KAbXMh6yoBaA3R,25,63,10,16844,163,135,112
931048d8-aa6f-462c-8a37-25ff5101e63b,o3VxBmyScZ7v9gtXNifgbA4RmSQBZIPijagGLuYSOZTR6,21,413,9,16685,122,74,62
fa2d9129-1866-4ef8-bda7-54283526291f,GVMzAzLazcIsZRXF57XBZvBzvtF6vqleZVKxXzruSxJc2,69,112,1,142,42,148,81
c8134333-f58e-4030-84f7-8503c7c09920,SZUFkNsJvJGphtWG2JmmTwKwPYuFOS80tx7tStiG69bqX,11,323,5,2057,82,146,106
f2c46ce5-029f-470c-82d8-127706e52f84,sbkfoIQDcvPZqWtrPr8JZ36IjKS3bwLHvVizwRt5G1Hfo,38,431,10,430,43,76,140
555d5c03-152b-4c59-b452-cda0b38c391d,3P2UfiqXL9Zfmq00nktIdeU3KNvvkSoLi6S7tbkhP1rUV,79,152,10,18903,17,138,33
21de0f0b-0bd0-4896-85eb-603f319e2c05,EctfM1UcO1XqkhZWyArfJLvmTq3I9USuzR3njIFt4CgtA,59,196,10,8734,71,171,85
e670affd-b4a1-4543-80b1-1a480ff18cf7,YxYRue2sXW3CqIpxsT0saYppvfMbQOtyJsg05UjJ2Lk3Q,77,143,5,10909,144,57,156
3331f507-3b34-4d68-a8ba-b6bb79426fef,G45zmc29tvx89cxHGGebu1Snj60Ko13B1ivYK2iIyhnoI,58,479,6,18767,118,15,189
9b04be21-f5f1-4861-a77f-4de4b1536579,9C53RVsQeaHTPG96AfG7vh37r3v74dgFmiIZqFCT1awD3,17,142,8,12307,53,151,131
fa0d3a68-bc16-4305-82cf-b45fcbc51276,2iVcLKnIpCdLbotwamPxpAainqDXDQpxggUmzIQHQ4fLD,47,153,7,5941,97,53,152
679c8fa5-5121-40e7-abfb-9d0dc25bbf52,Dk1FWStkbdbWnpc67vXb4Xss6GUI93BAry9yFQ28cJhpW,66,158,7,2582,67,99,163
6a994042-6d8d-42ab-9451-8843402c436b,bJThzXbPKivuqPwGrT40XG5BBEbCctZr2rayirNQFBtYV,44,127,9,4537,56,132,132
4b663f6b-1055-40c4-abcc-bdbc09184f5f,p9cKHf7fYgGT0qzvFL6AQ4cYLgv5jMj1Ajohc2mtBvOYb,100,271,4,16120,46,160,132
